Ticker,Sector,Market Cap,P/E,P/S,P/B,P/C,P/FCF,Outstanding,Float,Inst Own,Float Short,Short Ratio,ROA,ROE,Curr R,Debt/Eq,Perf Week,Perf Month,Perf Year,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,Gap,Rel Volume,Price,Change,Volume
AACG,Consumer Defensive,178.41M,-,7.50,4.93,10.31,-,34.43M,31.74M,0.40%,0.01%,0.00,-16.40%,-38.80%,0.50,0.01,-9.64%,372.73%,420.00%,17.33%,36.32%,69.29%,175.50%,323.24%,-71.04%,406.19%,-71.04%,834.64%,57.56,0.00%,0.29,5.72,0.00%,0
AAIC,Real Estate,124.40M,-,69.11,0.67,13.98,5.87,34.66M,32.37M,37.80%,2.90%,4.07,-2.70%,-24.60%,-,3.50,5.42%,-1.52%,-34.07%,3.10%,2.91%,3.55%,3.41%,28.16%,-4.89%,20.06%,-42.54%,177.86%,60.68,0.00%,1.06,3.89,0.00%,0
AAME,Financial,107.41M,173.03,0.57,0.91,12.07,22.85,20.44M,4.08M,5.40%,0.04%,0.00,0.30%,1.00%,-,0.26,9.81%,153.78%,192.82%,31.08%,27.10%,66.86%,112.17%,168.46%,-64.25%,182.67%,-64.25%,261.39%,72.33,0.00%,1.08,5.71,0.00%,0
AAU,Basic Materials,112.00M,-,-,1.91,41.48,-,119.16M,114.95M,5.90%,0.78%,0.18,-4.20%,-4.60%,9.50,0.04,20.79%,38.46%,103.94%,15.08%,14.94%,26.41%,38.03%,28.80%,-25.00%,100.00%,-27.42%,324.33%,61.58,0.00%,1.06,0.90,0.00%,0
ABEO,Healthcare,331.11M,-,47.30,2.41,3.42,-,93.77M,84.15M,36.10%,3.42%,0.85,-47.00%,-62.00%,2.70,0.02,14.73%,65.36%,-4.21%,23.71%,13.90%,22.29%,51.55%,34.59%,-21.90%,109.91%,-31.80%,199.14%,64.45,0.00%,5.36,2.96,0.00%,0
ABEV,Consumer Defensive,43.90B,15.85,-,2.83,-,-,15.73B,4.39B,8.62%,1.72%,3.29,-,-,-,-,-4.45%,-9.42%,-22.82%,2.63%,3.04%,-3.63%,-6.01%,8.98%,-12.81%,2.63%,-25.04%,50.70%,41.94,0.00%,0.51,2.79,0.00%,0
ABIO,Healthcare,49.42M,-,-,0.62,0.97,-,9.32M,9.28M,9.00%,0.33%,0.04,-29.30%,-31.30%,34.00,0.00,11.16%,13.85%,-5.47%,7.16%,5.88%,11.48%,17.98%,-0.78%,-5.82%,30.80%,-76.45%,134.39%,67.74,0.00%,2.23,5.18,0.00%,0
ABUS,Healthcare,371.90M,-,60.97,-,3.14,-,79.49M,63.55M,32.90%,5.02%,0.79,-76.20%,128.90%,15.90,-,4.34%,7.18%,32.01%,11.44%,7.86%,6.15%,7.62%,40.58%,-26.24%,27.35%,-52.00%,392.05%,55.80,0.00%,0.44,4.33,0.00%,0
ACCO,Industrials,854.28M,11.57,0.49,1.17,9.96,7.54,94.50M,91.78M,94.30%,4.14%,7.42,2.80%,10.30%,1.60,1.26,1.58%,2.62%,-11.24%,3.71%,3.32%,2.96%,4.24%,27.28%,-5.86%,17.65%,-15.25%,156.41%,55.95,0.00%,0.47,9.00,0.00%,0
ACER,Healthcare,57.10M,-,-,4.22,9.21,-,11.51M,11.21M,31.80%,2.37%,0.32,-128.70%,-161.00%,1.60,0.00,-3.76%,33.33%,-17.77%,11.27%,14.81%,-1.51%,24.11%,24.03%,-19.67%,66.96%,-47.03%,255.56%,55.41,0.00%,0.43,3.84,0.00%,0
ACH,Basic Materials,8.66B,-,0.31,0.71,4.31,16.11,680.91M,429.49M,1.60%,0.01%,0.40,0.00%,-0.10%,0.70,1.85,8.78%,-1.01%,20.05%,1.34%,1.66%,5.20%,0.79%,33.43%,-10.30%,16.25%,-11.56%,91.30%,56.36,0.00%,0.19,8.80,0.00%,0
ACIU,Healthcare,604.83M,-,33.98,2.25,2.18,-,71.93M,37.91M,29.90%,2.83%,1.26,-22.10%,-24.20%,18.10,0.01,16.17%,41.45%,-3.08%,20.48%,12.08%,21.64%,37.82%,27.74%,-34.48%,70.27%,-37.00%,101.23%,68.55,0.00%,4.15,8.19,0.00%,0
ACOR,Healthcare,71.99M,1.42,0.44,1.15,1.14,-,47.71M,9.35M,40.70%,5.77%,0.45,6.60%,16.10%,1.10,0.73,2.45%,23.04%,-34.64%,7.11%,9.64%,2.56%,33.66%,61.32%,-13.05%,123.44%,-42.53%,197.11%,61.53,0.00%,0.14,7.53,0.00%,0
ACRX,Healthcare,276.10M,-,53.10,-,6.41,-,113.81M,88.85M,25.60%,12.35%,2.13,-60.70%,85.50%,2.90,-,8.19%,26.13%,50.30%,12.10%,13.64%,8.80%,42.40%,68.24%,-14.63%,117.32%,-14.63%,257.86%,61.35,0.00%,0.51,2.51,0.00%,0
ACST,Healthcare,184.88M,38.15,2282.48,6.24,-,-,179.50M,176.13M,1.66%,1.27%,0.05,-,-,-,-,34.64%,61.06%,77.89%,18.87%,16.27%,29.24%,89.75%,106.43%,-15.57%,322.13%,-15.57%,502.34%,66.57,0.00%,0.50,1.03,0.00%,0
ACTG,Industrials,387.28M,35.24,14.84,1.93,1.28,129.09,48.47M,46.31M,69.30%,2.59%,1.37,4.00%,7.30%,2.60,0.57,11.89%,86.05%,229.22%,10.60%,11.07%,23.77%,61.12%,105.36%,-5.88%,129.89%,-5.88%,357.14%,78.91,0.00%,1.50,8.00,0.00%,0
ADAP,Healthcare,1.03B,-,320.68,2.68,2.57,-,154.67M,11.25M,84.40%,12.77%,0.93,-33.70%,-44.90%,12.20,0.00,4.99%,12.03%,64.23%,9.77%,8.11%,9.58%,20.18%,-7.59%,-11.17%,72.03%,-51.34%,226.00%,60.40,0.00%,0.55,6.52,0.00%,0
ADES,Industrials,107.88M,-,1.82,1.22,7.19,2.88,18.09M,17.94M,63.60%,4.58%,7.37,-14.50%,-24.20%,1.40,0.35,-3.89%,5.37%,-52.46%,5.22%,5.66%,4.87%,3.31%,14.95%,-8.81%,22.89%,-54.95%,61.68%,54.74,0.00%,0.58,5.69,0.00%,0
ADIL,Healthcare,41.89M,-,-,5.81,5.66,-,13.65M,11.64M,9.90%,2.97%,0.56,-121.30%,-132.80%,7.50,0.00,7.86%,45.19%,79.76%,13.53%,10.70%,25.03%,43.33%,74.82%,-5.33%,88.75%,-24.50%,202.00%,72.58,0.00%,0.94,3.02,0.00%,0
ADMA,Healthcare,273.20M,-,6.78,3.44,4.58,-,87.70M,70.91M,54.90%,13.61%,2.50,-37.20%,-98.80%,8.50,1.36,7.31%,35.44%,-20.51%,7.13%,7.42%,11.13%,23.45%,10.81%,-10.30%,45.81%,-33.57%,92.41%,63.21,0.00%,0.73,2.79,0.00%,0
ADMP,Healthcare,210.71M,-,11.45,4.31,16.99,-,140.28M,92.57M,5.30%,5.48%,0.26,-78.50%,-115.90%,1.30,0.19,27.05%,106.34%,131.72%,15.33%,16.93%,15.69%,77.94%,105.06%,-33.76%,241.79%,-33.76%,474.07%,63.81,0.00%,0.46,1.55,0.00%,0
ADMS,Healthcare,176.00M,-,2.52,-,1.90,-,28.38M,27.75M,63.00%,6.39%,3.56,-43.50%,328.40%,3.90,-,-1.33%,32.74%,2.96%,8.50%,11.54%,6.54%,17.12%,48.66%,-35.30%,44.04%,-35.30%,211.58%,56.21,0.00%,0.66,5.92,0.00%,0
